17,Tangalan,67
16,Numancia,67
15,New Washington,67
14,Nabas,67
13,Malinao,67
12,Malay,67
11,Makato,67
10,Madalag,67
9,Libacao,67
8,Lezo,67
7,Kalibo,67
6,Ibajay,67
5,Buruanga,67
4,Batan,67
3,Banga,67
2,Balete,67
1,Altavas,67
35,Valderrama,68
34,Tobias Fornier,68
33,Tibiao,68
32,Sibalom,68
31,Sebaste,68
30,San Remigio,68
29,San Jose,68
28,Patnongon,68
27,Pandan,68
26,Libertad,68
25,Laua-an,68
24,Hamtic,68
23,Culasi,68
22,Caluya,68
21,Bugasong,68
20,Belison,68
19,Barbaza,68
18,Anini-Y,68
43,Naval,69
42,Maripipi,69
41,Kawayan,69
40,Culaba,69
39,Caibiran,69
38,Cabucgayan,69
37,Biliran,69
36,Almeria,69
91,Valencia,70
90,Ubay,70
89,Tubigon,70
88,Trinidad,70
87,Talibon,70
86,Tagbilaran City,70
85,Sikatuna,70
84,Sierra Bullones,70
83,Sevilla,70
82,San Miguel,70
81,San Isidro,70
80,Sagbayan,70
79,Pres. Carlos P. Garcia,70
78,Pilar,70
77,Panglao,70
76,Maribojoc,70
75,Mabini,70
74,Loon,70
73,Loboc,70
72,Loay,70
71,Lila,70
70,Jetafe,70
69,Jagna,70
68,Inabanga,70
67,Guindulman,70
66,Garcia Hernandez,70
65,Duero,70
64,Dimiao,70
63,Dauis,70
62,Danao,70
61,Dagohoy,70
60,Cortes,70
59,Corella,70
58,Clarin,70
57,Catigbian,70
56,Carmen,70
55,Candijay,70
54,Calape,70
53,Buenavista,70
52,Bilar,70
51,Bien Unido,70
50,Batuan,70
49,Balilihan,70
48,Baclayon,70
47,Antequera,70
46,Anda,70
45,Alicia,70
44,Alburquerque,70
108,Tapaz,71
107,Sigma,71
106,Sapi-an,71
105,Roxas City,71
104,President Roxas,71
103,Pontevedra,71
102,Pilar,71
101,Panitan,71
100,Panay,71
99,Mambusao,71
98,Ma-ayon,71
97,Jamindan,71
96,Ivisan,71
95,Dumarao,71
94,Dumalag,71
93,Dao,71
92,Cuartero,71
161,Tudela,72
160,Tuburan,72
159,Toledo City,72
158,Talisay City,72
157,Tabuelan,72
156,Tabogon,72
155,Sogod,72
154,Sibonga,72
153,Santander,72
152,Santa Fe,72
151,San Remigio,72
150,San Francisco,72
149,San Fernando,72
148,Samboan,72
147,Ronda,72
146,Poro,72
145,Pinamungahan,72
144,Pilar,72
143,Oslob,72
142,Naga City,72
141,Moalboal,72
140,Minglanilla,72
139,Medellin,72
138,Mandaue City,72
137,Malabuyoc,72
136,Madridejos,72
135,Liloan,72
134,Lapu-Lapu City,72
133,Ginatilan,72
132,Dumanjug,72
131,Danao City,72
130,Dalaguete,72
129,Daanbantayan,72
128,Cordoba,72
127,Consolacion,72
126,Compostela,72
125,Cebu City,72
124,Catmon,72
123,Carmen,72
122,Carcar City,72
121,Borbon,72
120,Boljoon,72
119,Bogo City,72
118,Barili,72
117,Bantayan,72
116,Balamban,72
115,Badian,72
114,Asturias,72
113,Argao,72
112,Aloguinsan,72
111,Alegria,72
110,Alcoy,72
109,Alcantara,72
185,Taft,73
184,Sulat,73
183,San Policarpo,73
182,San Julian,73
181,Salcedo,73
180,Quinapondan,73
179,Oras,73
178,Mercedes,73
177,Maydolong,73
176,Maslog,73
175,Mandolong,73
174,Llorente,73
173,Laua-an,73
172,Jipapad,73
171,Hernani,73
170,Guiuan,73
169,Giporlos,73
168,General Macarthur,73
167,Dolores,73
166,Can-Avid,73
165,Borongan City,73
164,Balangkayan,73
163,Balangiga,73
162,Arteche,73
190,Sibunag,74
189,San Lorenzo,74
188,Nueva Valencia,74
187,Jordan,74
186,Buenavista,74
234,Zarraga,75
233,Tubungan,75
232,Tigbauan,75
231,Sara,75
230,Santa Barbara,75
229,San Rafael,75
228,San Miguel,75
227,San Joaquin,75
226,San Enrique,75
225,San Dionisio,75
224,Pototan,75
223,Pavia,75
222,Passi City,75
221,Oton,75
220,New Lucena,75
219,Mina,75
218,Miagao,75
217,Maasin,75
216,Leon,75
215,Lemery,75
214,Leganes,75
213,Lambunao,75
212,Janiuay,75
211,Iloilo City,75
210,Igbaras,75
209,Guimbal,75
208,Estancia,75
207,Dumangas,75
206,Duenas,75
205,Dingle,75
204,Concepcion,75
203,Carles,75
202,Calinog,75
201,Cabatuan,75
200,Bingawan,75
199,Batad,75
198,Barotac Viejo,75
197,Barotac Nuevo,75
196,Banate,75
195,Balasan,75
194,Badiangan,75
193,Anilao,75
192,Alimodian,75
191,Ajuy,75
277,Villaba,76
276,Tunga,76
275,Tolosa,76
274,Tanauan,76
273,Tacloban City,76
272,Tabontabon,76
271,Tabango,76
270,Santa Fe,76
269,San Miguel,76
268,San Isidro,76
267,Pastrana,76
266,Palompon,76
265,Palo,76
264,Ormoc City,76
263,Merida,76
262,Mayorga,76
261,Matalom,76
260,Matag-Ob,76
259,Mahaplag,76
258,Macarthur,76
257,Leyte,76
256,La Paz,76
255,Kananga,76
254,Julita,76
253,Javier,76
252,Jaro,76
251,Isabel,76
250,Inopacan,76
249,Hindang,76
248,Hilongos,76
247,Dulag,76
246,Dagami,76
245,Carigara,76
244,Capoocan,76
243,Calubian,76
242,Burauen,76
241,Baybay City,76
240,Bato,76
239,Barugo,76
238,Babatngon,76
237,Albuera,76
236,Alangalang,76
235,Abuyog,76
309,Victorias City,77
308,Valladolid,77
307,Toboso,77
306,Talisay City,77
305,Sipalay City,77
304,Silay City,77
303,San Enrique,77
302,San Carlos City,77
301,Salvador Benedicto,77
300,Sagay City,77
299,Pulupandan,77
298,Pontevedra,77
297,Murcia,77
296,Moises Padilla,77
295,Manapla,77
294,La Castellana,77
293,La Carlota City,77
292,Kabankalan City,77
291,Isabela,77
290,Ilog,77
289,Hinoba-an,77
288,Hinigaran,77
287,Himamaylan City,77
286,Escalante City,77
285,Enrique B. Magalona,77
284,Cauayan,77
283,Candoni,77
282,Calatrava,77
281,Cadiz City,77
280,Binalbagan,77
279,Bago City,77
278,Bacolod City,77
334,Zamboanguita,78
333,Vallehermoso,78
332,Valencia,78
331,Tayasan,78
330,Tanjay City,78
329,Sibulan,78
328,Siaton,78
327,Santa Catalina,78
326,San Jose,78
325,Pamplona,78
324,Manjuyod,78
323,Mabinay,78
322,La Libertad,78
321,Jimalalud,78
320,Guihulngan City,78
319,Dumaguete City,78
318,Dauin,78
317,Canlaon City,78
316,Bindoy,78
315,Bayawan City,78
314,Basay,78
313,Bais City,78
312,Bacong,78
311,Ayungon,78
310,Amlan,78
358,Victoria,79
357,Silvino Lobos,79
356,San Vicente,79
355,San Roque,79
354,San Jose,79
353,San Isidro,79
352,San Antonio,79
351,Rosario,79
350,Pambujan,79
349,Palapag,79
348,Mondragon,79
347,Mapanas,79
346,Lope De Vega,79
345,Lavezares,79
344,Las Navas,79
343,Lapinig,79
342,Laoang,79
341,Gamay,79
340,Catubig,79
339,Catarman,79
338,Capul,79
337,Bobon,79
336,Biri,79
335,Allen,79
364,Siquijor,80
363,San Juan,80
362,Maria,80
361,Lazi,80
360,Larena,80
359,Enrique Villanueva,80
383,Tomas Oppus,81
382,Sogod,81
381,Silago,81
380,San Ricardo,81
379,San Juan,81
378,San Francisco,81
377,Saint Bernard,81
376,Pintuyan,81
375,Padre Burgos,81
374,Malitbog,81
373,Macrohon,81
372,Maasin City,81
371,Limasawa,81
370,Liloan,81
369,Libagon,81
368,Hinundayan,81
367,Hinunangan,81
366,Bontoc,81
365,Anahawan,81
409,Zumarraga,82
408,Villareal,82
407,Tarangnan,82
406,Talalora,82
405,Tagapul-An,82
404,Santo Nino,82
403,Santa Rita,82
402,Santa Margarita,82
401,San Sebastian,82
400,San Jose De Buan,82
399,San Jorge,82
398,Pinabacdao,82
397,Paranas,82
396,Pagsanghan,82
395,Motiong,82
394,Matuguinao,82
393,Marabut,82
392,Jiabong,82
391,Hinabangan,82
390,Gandara,82
389,Daram,82
388,Catbalogan City,82
387,Calbiga,82
386,Calbayog City,82
385,Basey,82
384,Almagro,82
427,Tiwi,51
426,Tabaco City,51
425,Santo Domingo,51
424,Rapu-Rapu,51
423,Polangui,51
422,Pio Duran,51
421,Oas,51
420,Manito,51
419,Malinao,51
418,Malilipot,51
417,Ligao City,51
416,Libon,51
415,Legazpi City,51
414,Jovellar,51
413,Guinobatan,51
412,Daraga,51
411,Camalig,51
410,Bacacay,51
461,Tuy,52
460,Tingloy,52
459,Taysan,52
458,Tanauan City,52
457,Talisay,52
456,Taal,52
455,Santo Tomas,52
454,Santa Teresita,52
453,San Pascual,52
452,San Nicolas,52
451,San Luis,52
450,San Juan,52
449,San Jose,52
448,Rosario,52
447,Padre Garcia,52
446,Nasugbu,52
445,Mataasnakahoy,52
444,Malvar,52
443,Mabini,52
442,Lobo,52
441,Lipa City,52
440,Lian,52
439,Lemery,52
438,Laurel,52
437,Ibaan,52
436,Cuenca,52
435,Calatagan,52
434,Calaca,52
433,Bauan,52
432,Batangas City,52
431,Balete,52
430,Balayan,52
429,Alitagtag,52
428,Agoncillo,52
473,Vinzons,53
472,Talisay,53
471,Santa Elena,53
470,San Vicente,53
469,San Lorenzo Ruiz,53
468,Paracale,53
467,Mercedes,53
466,Labo,53
465,Jose Panganiban,53
464,Daet,53
463,Capalonga,53
462,Basud,53
510,Tinambac,54
509,Tigaon,54
508,Siruma,54
507,Sipocot,54
506,San Jose,54
505,San Fernando,54
504,Sagnay,54
503,Ragay,54
502,Presentacion,54
501,Pili,54
500,Pasacao,54
499,Pamplona,54
498,Ocampo,54
497,Naga City,54
496,Nabua,54
495,Minalabac,54
494,Milaor,54
493,Magarao,54
492,Lupi,54
491,Libmanan,54
490,Lagonoy,54
489,Iriga City,54
488,Goa,54
487,Garchitorena,54
486,Gainza,54
485,Del Gallego,54
484,Caramoan,54
483,Canaman,54
482,Camaligan,54
481,Calabanga,54
480,Cabusao,54
479,Bula,54
478,Buhi,54
477,Bombon,54
476,Bato,54
475,Balatan,54
474,Baao,54
521,Virac,55
520,Viga,55
519,San Miguel,55
518,San Andres,55
517,Panganiban,55
516,Panaan,55
515,Gigmoto,55
514,Caramoran,55
513,Bayamanoc,55
512,Bato,55
511,Baras,55
544,Trece Martires City,56
543,Ternate,56
542,Tanza,56
541,Tagaytay City,56
540,Silang,56
539,Rosario,56
538,Noveleta,56
537,Naic,56
536,Mendez,56
535,Maragondon,56
534,Magallanes,56
533,Kawit,56
532,Indang,56
531,Imus,56
530,General Trias,56
529,General Emilio Aguinaldo,56
528,Gen. Mariano Alvarez,56
527,Dasmarinas City,56
526,Cavite City,56
525,Carmona,56
524,Bacoor,56
523,Amadeo,56
522,Alfonso,56
574,Victoria,57
573,Siniloan,57
572,Santa Rosa City,57
571,Santa Maria,57
570,Santa Cruz,57
569,San Pedro,57
568,San Pablo City,57
